job_type,model,dataset_size,batch_size,epochs,worker_cpu,worker_gpu,worker_mem,runtime
training,naive_bayes,4367,32,1,16,1,32768,2.682361683
evaluation,mobilenet,40723,16,3,16,1,32768,160.8367238
feature_extraction,vgg16,80871,16,5,16,2,16384,252.7486602
preprocessing,logistic_regression,26504,32,3,16,1,32768,12.25046551
inference,gpt2,29311,16,5,32,1,8192,114.9822291
feature_extraction,resnet50,65815,128,2,8,4,65536,2.170600718
evaluation,principal_component_analysis (pca),9508,16,2,8,1,32768,41.22008284
evaluation,catboost,3682,32,1,16,2,16384,3.067552432
preprocessing,lstm,13926,64,1,8,2,32768,8.710624483
preprocessing,mobilenet,16022,64,3,16,4,16384,5.378341483
inference,lightgbm,23162,64,2,8,2,8192,6.250540885
inference,support_vector_machine (svm),13545,64,5,8,3,32768,1.827578853
feature_extraction,yolo,16544,16,2,8,1,32768,65.4052406
feature_extraction,mobilenet,34524,32,4,8,1,65536,27.36951188
training,lightgbm,54944,64,1,4,1,16384,17.07575601
feature_extraction,k-nearest_neighbors (k-nn),44080,16,5,8,2,16384,117.6505795
training,gpt2-medium,38414,16,2,16,3,16384,233.1583843
training,gpt2-medium,27989,16,1,16,2,32768,83.74402082
feature_extraction,lstm,8266,32,5,8,1,32768,8.67475331
inference,naive_bayes,8195,16,1,32,2,32768,16.26028302
training,efficientnet,12246,32,3,8,1,32768,47.52840681
feature_extraction,k-means,6862,64,3,16,3,32768,0.702668873
inference,naive_bayes,43010,16,5,32,1,32768,95.12143993
training,bert-large,23812,16,1,8,2,8192,124.2817099
training,gru,53964,32,5,16,2,32768,200.543317
evaluation,k-nearest_neighbors (k-nn),10367,32,3,8,1,32768,11.4850652
inference,polynomial_regression,4996,64,5,8,3,65536,0.661463098
feature_extraction,lstm,25115,32,1,8,1,16384,30.22319916
training,support_vector_machine (svm),23194,64,3,16,1,16384,12.279342
evaluation,naive_bayes,5674,64,5,8,1,32768,1.579827368
evaluation,gpt2-medium,21762,16,3,16,1,32768,103.3256641
training,bert-base,19593,16,5,16,1,32768,371.9541064
training,gpt2,44354,16,2,16,2,32768,268.8689546
inference,vit-base,47915,16,1,16,2,32768,148.3094591
preprocessing,gpt2,479385,128,4,8,1,32768,395.935193
training,catboost,15711,16,2,32,1,65536,91.9200038
evaluation,lstm,7411,16,1,8,3,32768,32.00715248
training,principal_component_analysis (pca),144742,16,1,32,1,16384,387.9567344
preprocessing,lstm,45239,64,1,32,4,32768,13.77850736
evaluation,bert-large,9687,128,1,4,1,32768,1.135653806
preprocessing,lightgbm,67480,16,4,8,2,32768,37.4429038
feature_extraction,catboost,55281,64,5,32,3,65536,5.264106902
preprocessing,catboost,6448,16,4,16,2,16384,2.813707051
preprocessing,gpt2,16945,16,5,16,3,32768,6.738776357
evaluation,xgboost,28060,128,5,4,1,32768,2.743820813
feature_extraction,efficientnet,5140,128,4,8,3,16384,0.25568705
feature_extraction,resnet101,48640,16,2,32,2,16384,123.6182833
feature_extraction,lstm,8730,16,2,4,1,16384,44.27670596
preprocessing,gpt2,8637,16,1,4,4,8192,5.019630442
evaluation,k-means,209724,32,5,8,1,16384,223.5483533
feature_extraction,random_forest,1516,16,2,16,2,32768,3.486763824
evaluation,vgg19,37109,32,2,4,3,16384,53.57348272
feature_extraction,resnet101,10632,32,3,8,2,32768,9.769412409
preprocessing,naive_bayes,46282,128,1,16,2,65536,15.94581259
feature_extraction,lightgbm,24763,16,1,16,1,16384,80.29647044
feature_extraction,linear_regression,49125,32,2,4,1,16384,43.0213294
feature_extraction,gpt2,17256,128,3,4,2,32768,1.061359075
evaluation,k-nearest_neighbors (k-nn),29575,64,1,8,2,32768,5.955184695
feature_extraction,support_vector_machine (svm),72432,32,2,16,2,32768,34.37414245
preprocessing,resnet101,54339,16,2,8,1,65536,42.58787956
feature_extraction,yolo,28799,16,1,16,3,32768,64.39563148
evaluation,logistic_regression,1725,64,5,4,2,32768,0.46443362
evaluation,resnet50,20698,64,2,8,2,32768,6.972426081
feature_extraction,gpt2-medium,27465,32,1,16,1,65536,20.92959045
training,bert-base,10680,32,2,8,3,16384,21.77168162
feature_extraction,naive_bayes,25579,16,5,16,3,8192,50.86565065
preprocessing,vgg19,10254,64,3,4,4,16384,5.376956019
inference,k-means,65071,16,1,8,2,8192,219.2842236
preprocessing,linear_regression,90452,16,5,8,1,32768,51.83484398
feature_extraction,resnet50,11029,64,1,8,1,32768,2.641683069
training,vgg19,3487,128,4,8,1,32768,1.170652126
training,k-means,18201,128,5,16,4,32768,1.957229682
evaluation,efficientnet,3712,32,2,16,4,16384,2.650499694
inference,xgboost,24393,64,3,16,2,16384,4.451748875
feature_extraction,vgg19,5103,64,2,16,3,16384,0.839032689
feature_extraction,naive_bayes,30385,16,2,4,3,65536,67.49497942
training,polynomial_regression,3714,16,1,8,1,65536,11.71845904
preprocessing,k-nearest_neighbors (k-nn),19695,32,2,16,1,65536,8.047614629
evaluation,vgg16,13758,32,1,16,1,65536,15.96842858
inference,polynomial_regression,44349,64,2,8,1,32768,9.093063674
evaluation,xgboost,20216,64,1,8,1,32768,6.480118428
training,k-means,68052,64,5,16,1,32768,53.93374567
feature_extraction,mobilenet,42939,16,2,16,3,16384,85.89602836
preprocessing,principal_component_analysis (pca),35715,64,3,8,2,16384,17.90265809
evaluation,lstm,116387,16,3,16,1,16384,681.4207443
evaluation,lstm,14112,32,2,8,1,32768,20.43479837
training,linear_regression,19044,32,4,8,3,32768,45.04689944
training,yolo,6490,32,5,8,1,16384,47.49749227
evaluation,gru,16536,16,4,16,3,65536,57.10690078
training,vit-base,11703,16,4,4,3,16384,227.5752059
evaluation,lightgbm,43038,32,5,8,3,8192,47.7000713
training,vgg16,15467,16,1,8,1,32768,72.6939103
inference,vgg16,78242,16,3,16,4,65536,172.2598959
evaluation,bert-large,4702,16,5,32,3,65536,12.06545485
preprocessing,polynomial_regression,65096,32,2,8,1,8192,47.07043288
evaluation,vgg16,124841,32,2,32,2,32768,117.460654
evaluation,yolo,54362,32,3,8,3,8192,74.63904048
evaluation,k-means,9332,64,5,16,3,16384,1.448556601
evaluation,polynomial_regression,4112,16,3,16,1,32768,12.94434796
preprocessing,gru,66155,32,1,8,1,16384,55.39112883
preprocessing,resnet50,24567,16,5,4,3,32768,15.10836083
preprocessing,bert-large,16717,32,2,16,1,8192,13.73092543
inference,k-means,5839,16,2,8,2,65536,14.25281649
inference,efficientnet,3923,128,2,4,1,32768,0.390161687
training,random_forest,6084,16,5,8,3,16384,97.14737266
feature_extraction,naive_bayes,63596,64,1,8,3,65536,6.572556753
preprocessing,vit-base,41788,64,5,8,4,16384,21.75701653
inference,random_forest,6823,32,5,8,3,32768,4.614836587
inference,random_forest,12650,32,2,4,2,16384,14.92209759
training,vgg19,59343,16,4,32,2,16384,698.7429809
training,catboost,48088,16,3,32,3,32768,246.7342679
preprocessing,mobilenet,11698,16,1,16,1,16384,6.638503782
feature_extraction,bert-base,5783,16,1,8,3,16384,19.80028533
evaluation,linear_regression,40289,32,2,32,3,65536,17.68251426
evaluation,logistic_regression,22329,16,1,16,2,16384,71.27621106
feature_extraction,gpt2,37326,128,1,32,2,16384,1.543031719
evaluation,mobilenet,17986,16,2,16,3,32768,44.39759637
feature_extraction,support_vector_machine (svm),5521,32,2,16,1,32768,3.225676828
evaluation,efficientnet,24857,32,4,8,1,32768,39.64929818
training,resnet50,19274,16,4,16,1,32768,300.4815917
training,lstm,91447,32,2,16,1,65536,157.8479493
training,resnet50,24308,64,2,16,2,32768,10.69331602
training,bert-large,20591,16,1,4,1,32768,121.7249348
training,lightgbm,28718,16,3,16,1,32768,257.5469817
evaluation,support_vector_machine (svm),25108,64,2,16,3,16384,4.134767938
training,k-nearest_neighbors (k-nn),10452,32,5,16,3,16384,26.96963467
feature_extraction,principal_component_analysis (pca),59070,32,1,8,2,16384,37.55521431
feature_extraction,vit-base,121205,128,1,8,1,32768,7.719895968
inference,bert-large,10152,32,2,8,2,16384,10.41065266
feature_extraction,random_forest,5015,32,1,8,2,65536,2.964900412
inference,lstm,12555,32,3,16,1,16384,14.67449725
evaluation,resnet101,68556,32,2,8,4,16384,59.13390803
feature_extraction,vgg19,60545,16,3,16,1,32768,217.177745
evaluation,xgboost,76279,32,5,16,3,16384,54.70172367
feature_extraction,resnet101,48057,32,1,8,1,16384,54.93418072
preprocessing,vit-base,3929,128,4,16,3,16384,1.954409877
training,lstm,19982,32,3,32,3,32768,35.84301926
evaluation,yolo,20463,64,2,16,1,8192,8.520047203
training,bert-large,6757,64,1,32,4,32768,0.875623648
evaluation,lstm,19465,32,4,8,3,32768,20.57337114
evaluation,efficientnet,23356,16,3,8,1,32768,145.4409276
evaluation,polynomial_regression,12137,32,1,32,1,32768,9.457786987
inference,gpt2-medium,15296,16,3,8,4,8192,50.82278395
inference,bert-large,28226,32,1,8,3,16384,25.00657762
inference,resnet101,88813,32,2,16,1,65536,89.59632275
evaluation,mobilenet,7869,32,1,8,1,32768,9.525675658
inference,gru,51078,128,5,32,1,16384,2.830472706
evaluation,catboost,6287,32,5,16,1,32768,6.116299907
feature_extraction,lightgbm,2773,16,2,16,2,65536,5.621302929
feature_extraction,catboost,30241,32,2,8,2,16384,22.53934712
training,random_forest,25031,32,3,8,1,65536,78.10052842
feature_extraction,vit-base,19524,16,5,16,2,16384,60.64944813
training,bert-base,27161,32,2,4,3,8192,64.32187325
feature_extraction,k-means,8890,64,5,8,1,65536,1.561677402
feature_extraction,vgg16,131586,128,5,4,3,8192,8.842116532
evaluation,k-nearest_neighbors (k-nn),29665,16,2,8,4,8192,86.3199466
inference,resnet101,18744,16,3,16,3,16384,55.55053044
preprocessing,naive_bayes,9958,16,1,16,1,32768,4.300617858
evaluation,lightgbm,16364,16,3,4,1,32768,95.41537428
training,vit-base,10208,16,1,4,2,65536,50.57092427
inference,naive_bayes,63775,32,5,32,2,65536,29.19585371
preprocessing,efficientnet,27198,16,1,4,3,16384,20.45582961
training,gru,41904,64,1,16,1,16384,12.77702266
inference,k-means,34335,16,1,8,4,16384,67.79832218
training,xgboost,7288,128,2,16,2,32768,0.642091257
inference,k-means,29393,32,4,8,3,32768,14.93207417
feature_extraction,bert-large,122456,32,2,4,2,65536,110.805058
feature_extraction,bert-base,3857,16,5,4,2,16384,18.67303414
feature_extraction,vgg19,55884,32,5,32,4,32768,23.60498019
preprocessing,resnet50,103664,16,3,32,4,32768,33.27649864
preprocessing,lightgbm,8229,64,1,8,3,65536,3.090537658
evaluation,vgg19,15186,16,5,32,2,32768,58.09889134
training,random_forest,17593,16,3,16,3,65536,99.51379905
feature_extraction,resnet101,29699,32,4,8,2,16384,28.76701632
inference,lightgbm,8204,32,2,8,1,65536,7.548473694
preprocessing,polynomial_regression,6644,64,3,8,2,32768,2.9612689
training,vgg19,52792,64,1,16,1,32768,12.56350708
feature_extraction,catboost,14842,64,4,32,1,16384,2.357310036
preprocessing,bert-base,19619,16,2,16,2,32768,10.47112551
evaluation,yolo,13879,16,5,8,3,32768,57.50466925
preprocessing,random_forest,8375,32,5,16,2,32768,3.742319136
preprocessing,logistic_regression,51569,64,3,4,1,16384,34.29295607
preprocessing,k-nearest_neighbors (k-nn),17452,16,1,32,3,32768,4.484593017
evaluation,k-nearest_neighbors (k-nn),7364,64,2,8,2,32768,1.527492195
feature_extraction,mobilenet,182490,16,5,8,1,32768,639.8940871
feature_extraction,k-means,10413,16,5,4,4,16384,20.98438922
preprocessing,lightgbm,16264,16,1,8,2,16384,9.994400061
preprocessing,catboost,31743,16,2,16,1,32768,15.74463588
feature_extraction,efficientnet,12969,32,2,16,1,32768,11.92038099
training,lightgbm,41667,32,3,4,3,32768,96.22371813
preprocessing,yolo,25272,32,5,16,1,16384,17.73958381
training,mobilenet,14557,16,3,8,1,16384,213.9390233
evaluation,resnet101,56823,16,1,8,2,32768,278.2968349
evaluation,linear_regression,12548,32,2,4,3,32768,10.90377618
training,efficientnet,12088,32,3,8,3,32768,31.18695108
evaluation,mobilenet,19479,16,1,8,4,16384,63.56179453
feature_extraction,support_vector_machine (svm),3908,16,1,16,4,32768,5.02515276
preprocessing,yolo,107157,64,5,16,1,16384,71.07886499
training,lightgbm,92342,64,2,16,3,32768,22.8680898
inference,lightgbm,11737,64,5,8,1,16384,3.508361614
preprocessing,logistic_regression,9396,32,2,16,1,8192,4.630181509
inference,resnet101,22337,32,4,4,1,8192,42.29651122
feature_extraction,random_forest,13237,128,1,8,3,8192,0.604010157
inference,gpt2,33657,16,2,8,1,32768,165.9661754
preprocessing,polynomial_regression,4760,32,2,32,1,16384,2.191605536
feature_extraction,k-nearest_neighbors (k-nn),22629,16,4,16,3,32768,36.01603017
feature_extraction,vgg16,23036,16,5,16,4,32768,40.18285494
preprocessing,k-nearest_neighbors (k-nn),27819,32,5,16,2,32768,9.203828974
inference,gru,37379,32,1,8,2,16384,42.83303296
training,vgg16,13065,64,3,8,1,32768,13.04787284
inference,principal_component_analysis (pca),104955,32,5,32,2,65536,48.63879974
feature_extraction,k-means,181146,32,5,4,3,32768,97.85165619
inference,yolo,16750,32,4,8,1,16384,25.46812872
evaluation,gpt2-medium,22213,16,1,16,2,32768,86.67204323
preprocessing,bert-base,14357,32,1,16,2,8192,9.313953493
preprocessing,random_forest,8606,16,4,8,2,16384,5.002859468
training,efficientnet,6667,16,1,16,1,32768,26.46935316
training,logistic_regression,9115,32,2,8,2,32768,11.66602146
feature_extraction,gpt2-medium,19126,64,3,8,1,16384,6.038394426
evaluation,xgboost,14205,16,1,16,1,32768,60.71268345
inference,gru,31285,32,2,8,3,32768,27.33365663
preprocessing,bert-base,11412,16,1,8,3,65536,5.320120297
feature_extraction,logistic_regression,62029,16,2,8,1,65536,163.2905777
preprocessing,gpt2,26167,32,1,8,2,32768,18.42681789
preprocessing,lightgbm,1879,16,5,16,1,16384,1.000574451
preprocessing,vgg19,25555,32,1,16,1,16384,19.78076997
feature_extraction,lstm,16582,16,4,8,3,16384,48.73034597
training,naive_bayes,117937,128,2,8,2,16384,10.57579616
evaluation,gpt2,59726,64,4,8,2,8192,23.61140915
preprocessing,gpt2,195320,16,3,8,3,8192,138.4952159
feature_extraction,principal_component_analysis (pca),27177,64,2,8,1,16384,5.097816892
feature_extraction,vgg16,29145,32,5,16,2,8192,22.53690543
feature_extraction,vgg16,126495,16,1,16,3,65536,268.0413151
feature_extraction,logistic_regression,40755,128,3,16,2,32768,1.247807024
training,catboost,18914,16,1,16,3,16384,41.91568419
inference,logistic_regression,1869,16,5,16,1,65536,4.531329581
feature_extraction,vgg16,79799,32,2,8,1,32768,80.45545733
preprocessing,gpt2-medium,38121,16,1,8,1,32768,32.75896371
training,polynomial_regression,52519,16,5,16,3,32768,436.5229753
evaluation,gpt2-medium,11318,16,2,16,1,65536,57.91449888
feature_extraction,resnet101,53018,16,5,16,2,16384,148.5679066
inference,resnet101,16538,16,2,16,3,32768,44.1441561
inference,xgboost,66810,32,2,16,3,16384,38.55155274
inference,lstm,47810,16,5,16,1,65536,187.6767177
preprocessing,bert-base,63145,32,4,16,1,16384,48.69853752
training,mobilenet,13636,16,3,16,1,32768,134.5848839
preprocessing,gpt2,10652,16,1,16,1,32768,6.732073816
training,gpt2-medium,75344,64,5,16,1,32768,87.21036751
evaluation,vgg19,17725,16,1,8,1,16384,135.2665318
inference,vgg19,30878,64,5,32,1,32768,6.484587327
inference,catboost,4177,16,4,8,2,32768,13.26820855
evaluation,bert-large,73484,128,2,8,3,32768,4.439231812
training,xgboost,16654,16,5,8,1,8192,392.6395499
training,resnet101,23970,16,1,16,2,65536,74.69026463
evaluation,mobilenet,51763,64,3,4,1,16384,20.48278865
training,gpt2-medium,10525,64,1,16,2,65536,1.893906741
training,resnet101,37292,64,4,16,3,16384,26.24489573
inference,bert-large,2282,16,5,8,1,32768,11.74311697
preprocessing,k-nearest_neighbors (k-nn),46758,32,5,8,2,65536,20.32207432
feature_extraction,linear_regression,13414,128,1,4,1,16384,0.8208444
inference,gpt2-medium,4424,16,3,8,2,32768,18.87960357
evaluation,k-nearest_neighbors (k-nn),53279,32,2,16,2,8192,45.91743221
inference,efficientnet,87804,16,3,16,3,32768,246.5321856
feature_extraction,resnet50,4712,32,5,8,3,65536,3.309882405
preprocessing,lstm,43603,64,4,8,4,32768,19.0690168
preprocessing,polynomial_regression,16487,16,2,16,1,32768,7.402433197
evaluation,k-nearest_neighbors (k-nn),33849,64,1,8,2,32768,7.130398811
evaluation,k-means,16379,64,1,8,1,8192,4.883400242
training,gpt2,22521,128,1,16,1,32768,1.373521368
inference,mobilenet,93576,128,2,16,2,32768,3.993630983
training,bert-base,6896,32,5,16,3,32768,24.08871447
inference,principal_component_analysis (pca),38441,16,2,8,2,16384,122.6962716
training,bert-large,38540,32,1,8,1,32768,46.06290744
evaluation,efficientnet,60545,32,2,8,3,65536,65.25651378
inference,yolo,34227,16,3,16,2,32768,103.6009545
evaluation,bert-base,59264,32,1,8,1,65536,82.28416579
preprocessing,gpt2,212154,32,3,8,1,8192,217.4870124
evaluation,gpt2-medium,11545,32,1,16,2,32768,11.19106436
preprocessing,mobilenet,4256,16,1,8,1,16384,3.297024603
evaluation,gpt2-medium,27042,32,1,4,2,8192,45.95229639
training,k-means,11575,16,5,16,3,65536,107.1692887
training,gpt2-medium,11910,128,3,8,2,65536,1.960355217
inference,support_vector_machine (svm),15734,32,2,32,3,16384,6.519586838
evaluation,bert-large,18408,16,5,8,2,8192,102.5636853
evaluation,support_vector_machine (svm),8469,16,2,8,1,16384,41.28739079
inference,resnet101,31752,32,2,8,1,16384,41.73904339
evaluation,efficientnet,57091,32,3,8,1,65536,90.7172824
preprocessing,gpt2,9494,32,1,16,1,65536,5.441623635
evaluation,k-means,4963,128,3,32,3,16384,0.163900487
evaluation,yolo,21764,64,3,8,2,16384,7.036170765
preprocessing,bert-base,14892,32,3,16,1,65536,9.736275217
evaluation,vgg19,75343,16,1,16,3,8192,288.1212013
preprocessing,lightgbm,45076,16,2,32,3,32768,12.88304867
feature_extraction,xgboost,15420,16,2,16,3,32768,30.09422958
inference,gru,154159,64,1,16,2,32768,28.37717977
feature_extraction,resnet50,22923,16,2,16,1,65536,65.99836073
inference,gpt2,11476,16,1,8,3,8192,48.44882774
feature_extraction,lightgbm,34274,16,1,8,3,32768,78.7478313
evaluation,lightgbm,48600,64,2,16,1,32768,12.37738576
feature_extraction,xgboost,19023,128,1,8,1,32768,1.024710158
feature_extraction,support_vector_machine (svm),47256,128,1,32,2,32768,1.136010594
feature_extraction,resnet50,2611,32,3,16,3,32768,1.42962237
evaluation,mobilenet,29985,16,3,16,2,32768,94.80536124
preprocessing,gru,7014,32,2,4,3,16384,5.101370183
training,gpt2-medium,122189,64,2,8,1,16384,77.5730576
training,gpt2,8692,64,5,16,1,16384,12.65890401
evaluation,naive_bayes,13068,64,1,16,1,32768,3.030929944
feature_extraction,naive_bayes,7490,128,1,16,1,32768,0.26524095
training,vgg16,11117,32,1,8,3,65536,8.394380486
evaluation,principal_component_analysis (pca),41258,64,2,16,1,32768,9.218947688
inference,resnet50,45595,64,1,16,1,32768,11.01098297
feature_extraction,gpt2-medium,33505,16,4,8,2,16384,118.3244223
training,lightgbm,57798,128,1,4,1,16384,4.558055512
inference,naive_bayes,24789,16,5,8,3,32768,61.00414259
evaluation,gpt2,17520,128,1,8,3,65536,1.163497506
inference,lightgbm,8082,32,4,8,3,65536,5.372323112
training,k-nearest_neighbors (k-nn),29824,32,5,32,1,16384,106.5657424
inference,random_forest,17004,16,1,16,1,32768,60.01011794
evaluation,mobilenet,23606,32,1,16,3,16384,16.41524143
training,lightgbm,13859,64,3,8,2,16384,9.992084374
inference,lstm,10086,64,2,32,1,65536,1.975248362
training,resnet50,48115,128,2,8,1,32768,8.000796202
inference,bert-base,41556,16,2,8,1,8192,234.2464112
preprocessing,logistic_regression,29122,16,1,16,1,16384,13.54491029
feature_extraction,logistic_regression,26027,16,5,16,1,32768,59.71402318
evaluation,efficientnet,39037,16,1,16,2,65536,146.3779904
training,efficientnet,31807,16,2,8,2,8192,326.3064577
evaluation,yolo,18943,64,5,8,1,16384,9.100835431
feature_extraction,lstm,28447,32,1,16,4,16384,14.7211513
evaluation,principal_component_analysis (pca),72227,64,5,4,1,32768,21.9506677
preprocessing,vit-base,21062,16,2,8,2,8192,15.6566182
preprocessing,gpt2-medium,4754,32,3,16,1,16384,3.506623401
evaluation,vgg16,4317,16,5,8,4,16384,15.77000544
training,k-nearest_neighbors (k-nn),29417,32,3,8,2,32768,63.29272535
feature_extraction,k-means,63810,128,5,4,2,65536,2.750171932
feature_extraction,support_vector_machine (svm),7933,32,2,4,3,16384,4.67158671
inference,gpt2,4592,32,2,8,2,32768,4.959973313
preprocessing,gpt2-medium,25755,32,1,8,4,32768,11.82533509
evaluation,vgg16,48060,16,2,8,2,65536,245.8449251
preprocessing,vit-base,24234,16,2,16,3,16384,12.74596811
training,linear_regression,64777,128,5,8,1,32768,18.08858419
evaluation,efficientnet,28296,32,5,16,3,32768,23.20404666
preprocessing,vgg16,17927,64,5,16,4,32768,6.332179305
preprocessing,naive_bayes,216197,16,1,32,2,16384,75.23215308
inference,gpt2,17755,32,1,8,1,32768,23.66985535
feature_extraction,principal_component_analysis (pca),21545,32,3,8,2,32768,11.8601743
inference,naive_bayes,7418,16,1,8,4,8192,16.65768044
inference,linear_regression,20112,16,4,16,3,32768,32.79926695
training,principal_component_analysis (pca),27404,16,5,8,1,16384,549.3559249
training,random_forest,8312,32,4,8,1,32768,33.50444846
inference,efficientnet,32151,32,4,16,4,8192,22.77716273
training,gpt2,33350,32,4,8,3,32768,110.6342795
inference,random_forest,69287,64,3,16,1,8192,18.53351261
evaluation,efficientnet,7718,32,2,16,1,65536,9.747607182
feature_extraction,vgg19,71453,128,3,8,3,32768,3.234760044
inference,vit-base,22561,32,2,8,2,8192,27.03320303
preprocessing,principal_component_analysis (pca),45085,32,1,8,2,16384,19.97129569
training,principal_component_analysis (pca),19947,64,2,16,1,16384,7.234849168
inference,resnet50,42338,16,2,8,3,16384,171.4229631
feature_extraction,k-nearest_neighbors (k-nn),107460,32,1,8,2,8192,76.67413005
inference,gpt2,42645,16,5,16,2,32768,138.6968614
evaluation,lightgbm,50247,16,2,32,3,65536,104.1342176
evaluation,polynomial_regression,78563,64,1,8,3,8192,18.0327534
evaluation,principal_component_analysis (pca),75731,64,1,16,1,16384,16.3461047
training,xgboost,22326,32,2,16,1,16384,41.83694725
inference,polynomial_regression,13373,128,2,16,1,32768,0.596486382
inference,resnet50,21453,16,4,8,1,32768,112.226552
evaluation,k-nearest_neighbors (k-nn),91510,16,5,8,2,8192,358.1058446
inference,lightgbm,43289,64,3,8,3,65536,6.376948854
preprocessing,vgg19,12088,16,1,8,1,32768,9.530817846
preprocessing,support_vector_machine (svm),65085,64,1,8,1,16384,35.78425494
inference,principal_component_analysis (pca),17754,16,4,8,1,65536,59.73578203
inference,k-nearest_neighbors (k-nn),22117,128,3,16,3,32768,0.602420193
evaluation,random_forest,29120,32,3,16,1,32768,30.26316845
feature_extraction,naive_bayes,69956,128,3,16,1,65536,2.155926977
evaluation,support_vector_machine (svm),110399,32,1,16,3,32768,68.27518266
training,catboost,49368,64,1,8,1,32768,12.08023314
preprocessing,k-nearest_neighbors (k-nn),32312,16,3,8,2,65536,13.73983367
inference,vgg19,27818,32,3,8,1,32768,33.81854495
evaluation,vit-base,17092,32,3,16,1,65536,20.22230949
evaluation,gpt2-medium,44560,128,1,16,2,32768,2.997478102
inference,random_forest,12347,128,1,8,2,65536,0.563792495
preprocessing,bert-base,24234,64,3,8,4,16384,10.62061825
preprocessing,lightgbm,59374,128,1,32,4,32768,14.5320447
inference,catboost,19301,64,3,4,2,32768,4.874503553
preprocessing,k-nearest_neighbors (k-nn),58657,64,1,8,1,65536,29.62629384
feature_extraction,xgboost,25397,64,1,16,1,65536,4.076396625
preprocessing,lightgbm,51999,32,3,8,1,16384,33.94560884
preprocessing,bert-base,62107,64,5,8,2,16384,47.28940364
evaluation,mobilenet,10834,128,2,8,1,16384,0.94382728
preprocessing,k-nearest_neighbors (k-nn),17598,32,5,4,1,32768,11.41029042
evaluation,vgg19,1527,16,2,32,4,32768,3.353640265
inference,naive_bayes,18328,128,5,8,1,32768,0.892706559
training,naive_bayes,20657,16,4,16,1,16384,259.1964028
training,support_vector_machine (svm),18123,16,4,4,2,32768,224.8008187
inference,linear_regression,7308,16,2,32,2,16384,14.14769394
inference,gpt2-medium,154629,32,5,16,2,16384,144.2250652
feature_extraction,efficientnet,40661,16,2,8,1,32768,173.9408672
training,mobilenet,21329,16,1,8,2,65536,69.34848685
evaluation,gpt2-medium,13910,32,1,4,2,8192,26.11043683
feature_extraction,gpt2-medium,15119,32,3,4,4,16384,12.00774233
evaluation,resnet101,109266,16,5,8,1,16384,741.8658508
training,yolo,165018,32,1,16,1,16384,183.4832299
preprocessing,support_vector_machine (svm),110220,16,1,8,1,16384,68.14267001
feature_extraction,logistic_regression,31294,32,2,16,2,32768,14.45543886
evaluation,resnet101,142638,16,5,16,1,16384,773.0183649
inference,yolo,18424,128,2,16,1,16384,1.218713208
feature_extraction,resnet50,38427,16,1,4,2,65536,143.0374919
inference,vgg19,260305,16,5,16,2,16384,966.4457455
inference,resnet101,5550,16,5,4,1,16384,35.8249586
preprocessing,efficientnet,6458,16,4,32,1,32768,3.344926773
preprocessing,random_forest,47101,32,1,32,2,8192,22.39953568
feature_extraction,gpt2-medium,43030,16,5,16,2,32768,123.9672726
preprocessing,polynomial_regression,3106,32,5,16,1,16384,1.414874776
training,vgg19,4505,32,3,8,3,16384,12.82764891
preprocessing,naive_bayes,20746,32,1,8,1,32768,12.29278471
inference,vit-base,8798,32,3,16,2,16384,7.274571716
evaluation,linear_regression,71556,64,2,8,1,32768,19.92985616
evaluation,random_forest,51393,64,1,8,1,65536,14.05263952
preprocessing,gru,11968,64,4,32,1,8192,9.08921821
feature_extraction,linear_regression,11809,64,2,16,1,16384,1.840112533
inference,xgboost,4388,16,1,8,2,65536,13.80369492
inference,resnet101,19458,32,3,8,1,8192,27.82305391
feature_extraction,naive_bayes,68582,16,2,16,1,32768,160.4391189
preprocessing,gpt2,5016,16,5,4,2,65536,3.806186669
evaluation,support_vector_machine (svm),24746,64,1,8,3,16384,5.224402861
feature_extraction,gru,60484,64,1,8,1,16384,17.6240812
feature_extraction,resnet101,7695,128,2,16,1,16384,0.41851049
feature_extraction,lightgbm,3462,64,2,16,1,32768,0.602870006
preprocessing,naive_bayes,124479,32,2,8,4,32768,32.53732868
preprocessing,resnet101,35288,16,4,4,1,32768,36.84385982
training,support_vector_machine (svm),44843,32,2,8,1,32768,72.52977895
feature_extraction,polynomial_regression,13689,64,5,32,2,32768,1.282652186
feature_extraction,vgg16,34599,64,3,8,2,32768,7.025736858
feature_extraction,k-nearest_neighbors (k-nn),32190,16,3,16,3,32768,49.20227294
feature_extraction,naive_bayes,109432,16,3,16,1,32768,269.3164464
feature_extraction,polynomial_regression,60942,32,5,8,1,32768,47.00715766
preprocessing,k-means,74029,16,1,4,2,65536,38.24097248
evaluation,random_forest,3096,16,1,16,1,65536,12.91533478
inference,k-means,110475,32,5,8,1,32768,89.80159811
feature_extraction,gru,36567,32,2,4,4,32768,23.47666299
training,k-nearest_neighbors (k-nn),10196,32,5,16,1,65536,35.31319869
preprocessing,lstm,18576,64,2,4,3,16384,12.13398204
training,bert-large,13358,64,5,16,1,16384,19.34193542
feature_extraction,efficientnet,51009,16,2,16,1,32768,168.02092
preprocessing,mobilenet,14012,32,1,16,1,32768,6.899330762
evaluation,bert-base,10237,64,1,16,2,32768,2.391672296
inference,naive_bayes,4693,128,4,16,2,32768,0.168042157
